,Comment
10644,Lazily allocate the mBounds Rect in Drawable.\n\nFor background see:\nhttp://kohlerm.blogspot.com/2009/04/analyzing-memory-usage-off-your-android.html\n\nThanks Markus!\n
10645,msm: defconfig: Enable cgroups in defconfig\n\nSigned-off-by: San Mehat \u003csan@google.com\u003e\n
10646,Static IP switch was causing a Network Connect even when not connected.\n
10647,[ARM] msm: Clean up trout and sapphire rfkill drivers.\n\nUse rfkill_set_default() instead of private rfkill_switch_all().\nAdd remove path.\nMisc cleanup.\n
10648,USB: Android: Use correct struct name for bmAttributes variable\n\nThis patch fixes a compilation issue on the USB Android gadget:\n\nCC drivers/usb/gadget/android.o\ndrivers/usb/gadget/android.c: In function \u0027android_bind\u0027:\ndrivers/usb/gadget/android.c:198: error: \u0027android_config\u0027 undeclared\n\nThis bug was introduced by the following commit:\n\nUSB: android gadget: add remote wakeup attribute ...\nf1e654d503322cff19154658d2bce0901aceda05\n\nSigned-off-by: Leed Aguilar \u003cleed.aguilar@ti.com\u003e\nSigned-off-by: Vikram Pandita \u003cvikram.pandita@ti.com\u003e\n
10649,Removed Calls to deprecated APIs and unused Imports\n\nChange-Id: Ib26783ca1d6c345cc91aa3ab5b9654f5316c78a0\n
10650,Do not build unless BOARD_GPS_LIBRARIES is set to libloc_api\n\nSigned-off-by: Mike Lockwood \u003clockwood@android.com\u003e\n
10651,Updated RGB LED test cases\n\nThe test cases for turning on the RGB LED with persistent light was corrected.\nThe color for blinking was updated to blue. And finally an option for turning\noff the lights was added.\n
10652,loc_api: Process all events in deferred action thread.\n\nIt is not safe to call into framework code from an RPC callback.\n\nChange-Id: Idb85590f5648b85ba4dd352136f89652b3128fbe\nSigned-off-by: Mike Lockwood \u003clockwood@android.com\u003e\n
10653,Removed Calls to depracted APIs Added type Arguments for Type Safety\n\nChange-Id: I28aa897f4343dda8d40a66a9c03c30304e75e6a3\n
10654,Initial commit of Qualcomm\u0027s loc_api GPS library for the MSM platform.\n\nSigned-off-by: Mike Lockwood \u003clockwood@android.com\u003e\n
10655,Don\u0027t allow invalid Uris to be added as observers.\n\nIf a null segment is added it will cause problems traversing the list\nat a later point.\n\nChange-Id: I0ed8de98a6ceda99c31a6dbbbdacede15f17859e\n
10656,loc_api: Send GPS_STATUS_ENGINE_ON and GPS_STATUS_SESSION_END\n\nso GpsLocationProvider will release its wake lock when the GPS shuts down.\n\nSigned-off-by: Mike Lockwood \u003clockwood@android.com\u003e\n
10657,Removed unused imports added Generic Type Arguments get rid of depracated API calls\n\nChange-Id: Ie0194287178860a6c74052ab9249ab7610ae9cd0\n
10658,Removed Calls to deprecated API\n\nChange-Id: Ia94734637df6aa7b8b08417c49a3485f34f1b94c\n
10659,Removed Calls to deprecated APIs\n\nChange-Id: I3f9b6a8d3c8a050156a6cc7ea0eb9de33b82f79a\n
10660,removed calls to deprecated APIs\n\nChange-Id: Iaaee3e770bf65d4f041b0786d0cf6c683feebea6\n
10661,Fix Scroller for overshooting interpolators\n\nThe termination criteria was previously based on the final position. However some\nnew Interpolators introduced in Android API 4 overshoot their final position.\nAs a result the termination criteria must be done on the time elapsed during\nthe beginning of the animation only.\n
10662,Removed Calls to deprecated API\n\nChange-Id: Ic8c6116e1224681bbb7971830aa868b4d5d0893a\n
10663,Removed calls to Deprected APIs and unused Imports\n\nChange-Id: I5e7778a4312cbe2ab6938a5bcd6b893418079c27\n
10664,Removed calls to deprecated APIs and unused imports\n\nChange-Id: Id5e94947f58a1282857ec9f4239e85299b9d7d51\n
10665,dream kernel and wlan.ko for the 1.5 release\n\nimported from 5308ec2af9ae58353352bba82ba386bfcfdc2a17\n
10666,ashmem: Add common prefix to name reported in /proc/pid/maps\n\nSigned-off-by: Arve Hjønnevåg \u003carve@android.com\u003e\n
10667,ashmem: Don\u0027t install fault handler for private mmaps.\n\nAshmem is used to create named private heaps. If this heap is backed\nby a tmpfs file it will allocate two pages for every page touched.\nIn 2.6.27 the extra page would later be freed but 2.6.29 does not\nscan anonymous pages when running without swap so the memory is not\nfreed while the file is referenced. This change changes the behavior\nof private ashmem mmaps to match /dev/zero instead tmpfs.\n\nSigned-off-by: Arve Hjønnevåg \u003carve@android.com\u003e\n
10668,Add a reboot command to IDevice to allow ddmlib users to reboot devices.\n\nChange-Id: I8f8b792c68ec869980805c06aecf249558c6dc3f\n
10669,Script to clean proprietary files\n
10670,Removed bad BuildPaths (not existing Directories after checkout)\n\nChange-Id: Ia21cb1927dfc8851f728ef3a2175cbdf701f7641\n
10671,Removed Calls to deprecated APIs and unused imports\n\nChange-Id: Ibaaf3418ec2c97a99495eca7ea546af415370c3e\n
10672,Refactor the manifest parser test in the correct package.\n\nAnd don\u0027t make it use the Parser Helper that\u0027s eclipse specific.\n\nAlso fixed the versionCode parsing (bug introduced in previous CL)\n\nChange-Id: Ie472d7d6c4847e3fae660873cca7d71e801a2a34\n
10673,New test in FrameworkTest for the VelocityTracker class\n
10674,Defect:2407 - Added Clear log confirmation Message\n\nChange-Id: I8541315bd68a61d4922c3b61a9af5eed993b8bdc\n
10675,Defect 8195:Contacts organization Info not displayed with out inputting\nposition\n\nChange-Id: Iee823caa592ad147506883706b97aee29b2b966c\n
10676,Delete Contact based on Contact ID.\n\nChange-Id: I06d83accc5d248642412136eb25f695f62e020b5\n
10677,qsd8k: audio: enable selection of input and output buffer size with AUDIO_SET_CONFIG ioctl.\n\nSigned-off-by: Eric Laurent \u003celaurent@google.com\u003e\n
10678,ShapeDrawable should have default intrinsic dimentions set to -1 just like ColorDrawable (which inherits them from Drawable)\n
10679,Fix missing @override.\n\nAlso fixes some javadocs.\n\nChange-Id: Ic2bc0ae1c822f184bde63b29fdc15d897661c623\n
10680,Disable Windows Media by default.\n\nChange is to disable the inclusion of PV Windows Media libraries\nby default.\n(a) There is no need for these libraries for AOSP.\n(b) The binary compatibility of the \u0027extracted\u0027 libraries from an existing device cannot be guaranteed.\n\nIn fact I would recommend removing the vendor/pv-open git repository.\n
10681,Set ChromeClient to webview to gurantee the getprogress() value\n
10682,"Add Move Up/Down Actions\n\nThis changeset adds \Move Up\"" and \""Move Down\"" context menu items to\nthe outline as well as keyboard shortcuts for these: + and -. The\nactions apply only when the Outline window has focus. Thus to reorder\nan item you can select it then press + repeatedly to move it down in\nthe hierarchy or - to move it back up.\n\nIn addition this changeset fixes a selection syncing issue which also\naffected drag \u0026 drop: It will now correctly always select the target\ndropped tree items after a drag or reorder.\n\nChange-Id: I11ce4fd302e537b86a614a7cbe59f1ac47f61aa5\n"""
10683,use correct format specifier for size_t\n\nfirst size_t is unsigned and %d denotes a signed int\nsecond since C99 there is the z specifier that should be used when handling size_t\n\nChange-Id: I517a6ee2a94e83930cc61ac278ed61eb03a4bb54\n
10684,ARM: msm: only create rpcrouter pdev once\n\nChange-Id: I1e3bebe50c93eb4c4874d35d1c87ebafa4f88af5\nSigned-off-by: Dima Zavin \u003cdima@android.com\u003e\n
10685,"MUT does not vibrate in silent mode\n\nMUT does not vibrate in silent mode even though default setting is\n\Only in silent mode\"".\nThe default value for ringer in the SettingsProvider has been changed\nfrom VIBRATE_SETTING_OFF to VIBRATE_SETTING_ONLY_SILENT to match the\ndefault Vibrate settings value.\n\nChange-Id: Idd617197c31591ecccef850f8c6a07cf3876cb0d\n"""
10686,Update keybinding registration\n\nWe were using deprecated registration hooks for our 3 keybindings;\nthis changeset updates to the currently supported way to do keybinding\nregistration.\n\nChange-Id: If6f95f0075a7d6662d320f8001836b5c846e64be\n
10687,fix implicit declarations\n\nthe functions fakeLogWritev() fakeLogOpen() and fakeLogClose() need to be\ndeclared before used. therefore the fake_log_device.h was created for inclusion\n\nChange-Id: I90583817094eb0c0a3f15fcd3ca31008eeeef2cf\n
10688,usb: host: tegra: Enable emc clock while usb is resumed\n\nChange-Id: I03a102f40134686fabbd5cfa1830816a691cf876\nSigned-off-by: Benoit Goby \u003cbenoit@android.com\u003e\n
10689,"Fix potential race introduced in Icd7f5f03\n\nDigit wrote:\n\n\You probably don\u0027t want to close the socket here without updating\nc-\u003esocket as well. Otherwise another thread holding a handle to the\nclient after the c-\u003edecRef() could end up sending a message to a\ndifferent socket if the file descriptor index is reused by another\nclient in the meantime.\""\n\nChange-Id: Icdefb5ffc0c7607325d7db761e1f04e5d868bfb7\n"""
10690,ARM: tegra: DVFS: set 1.2V core voltage for USB to work\n\nChange-Id: Idb7822329f1975307748a72d1786da68c0635738\nSigned-off-by: Jay Cheng \u003cjacheng@nvidia.com\u003e\n
10691,SocketClient: add optional reference counting\n\nNeeded to fix a race in netd.\n\nBug: 3438459\nChange-Id: Icd7f5f035510235f733a25c0621479d3e644b152\n
10692,libsysutils: Fix a file descriptor leak.\n\nThe recent refactoring of the select() loop in SocketListener\nmissed a close() of the file descriptor when the onDataAvailable()\ncallback returns false.\n\nChange-Id: I767caefab4b98ab350f2db2497ee2bd630f20850\n
10693,Tweak TabHost drop handler\n\nInstead of creating a single tab create 3 tabs instead and pick a\nbetter id since it\u0027s used as the tab label by the designtime TabSpec\ncreator.\n\nChange-Id: I35ecb4ec8642431ff76a02d52f5194efd5909774\n
10694,libsysutils: Fix race condition in SocketListener thread.\n\n+ Handle EINTR in accept() write() and select()\n+ Fix a memory leak when deleting the mClients list\n+ Fix typo in SocketListener.h\n\nChange-Id: Ie68bb3e2dbefe0dfdaa22a5cd06a42dbc4c0f8aa\n
10695,Fix computeSdkVersion initialization\n\nChange-Id: I0c8cc49eb403f207845ee8167872b6c318ee3b82\n
10696,libsysutils: Handle EINTR in SocketClient::sendData()\n\n+ Improve allocation code in sendMsg(codemsgaddErrno)\n\nChange-Id: Ib5fe84bec1a167c369e7ba759acea395e832f6b5\n
10697,Force core to send entire framebuffer on UI attachment\n\nChange-Id: I2feb813314163b94781ffe765eb23527b6c4a0f1\n
10698,Add palette category metadata\n\nThis changeset contains some background work for the palette preview\nwork separated out to make that changeset smaller.\n\nFirst it creates a new metadata XML file which augments the metadata\nprovided by the platform defining things like palette categories a\nnatural order for the views within each category. The older code-based\nmetadata for fill preferences (used to decide how to set the width and\nheight attributes on drop) are also moved into this XML file. There\nwill be more metadata added to this file in the next changeset where\nfor example XML fragments defining how to render a view for preview\npurposes will be defined there.\n\nSecond change the signature on the view and layout descriptor lists\npassed around such that we don\u0027t have to do instanceof\nViewElementDescriptor in various places.\n\nFix sentence capitalization for a couple of undo label strings.\n\nChange-Id: I66191ccf4cc0f4105c2331d496f3674ac1ad8b9d\n
10699,Use BT POWER force_active parameter for rx data.\n\nWe were going to active mode during rx processing which\ndefeats the purpose of force_active parameter for HID devices.\n\nBased on a report and discussion with Leijun Tao \u003cL.J.Tao@motorola.com\u003e\n\nChange-Id: I0dc5ccae131e8a2245328eba5cc35159e7656e8a\nSigned-off-by: Jaikumar Ganesh \u003cjaikumar@google.com\u003e\n
10700,Fix getSwitchState.\n\nInputReader::getSwitchState always returns AKEY_STATE_UNKNOWN\nbecause SwitchInputMapper::getSources() returns 0 which cannot\nmatch any source mask including AINPUT_SOURCE_ANY.  As a result\ninitial lid switch detection is broken.\n\nThis change adds a new source constant AINPUT_SOURCE_SWITCH\nthat indicates that the source has switches.\n\nChange-Id: I5321ecf0ce84f1c2b4535f6c163d3f4dcf9b7a9b\n
10701,Huawei fix for receive message tests failing on Mobile Internet Devices Personal Media Players and other non-phone devices\n\nChange-Id: I3262b3878ce91ae369216286bc2f9baeb2ba8bc7\n
10702,Ignore Tests with Side Effects\n\nIt looks like a ContentHandlerFactoryTest marked with @SideEffect is\ncausing subsequent luni net tests to fail even though those tests pass\non their own.\n\nChange-Id: I60a65d4debe2484624c83ea4709dc6231b0dcb10\n\nConflicts:\n\n\ttools/utils/CollectAllTests.java\n
10703,Fix framebuffer and user events service disconnection bug.\n\nFB and UE services overwrite the socket\u0027s read callbacks making the console\nunavare of the fact that console client gets disconnected. As the result\nconsole clients for FB and UE stays alive after UI has exited making it\nimpossible to attach another UI. To fix this we add socket read callbacks\nto the FB and UE service that monitor the disconnection event and destroy\ntheir console clients on such events.\n\nChange-Id: I82e714f33ccc81bc04ca47eda6fbb8fab4a313f9\n
10704,ARM: tegra: cpufreq thermal throttling cleanups\n\nVarious review feedback including:\n\nKeep a global throttling index that specifies a ceiling CPU speed lowered by one\nat each delay interval (while the temperature alarm continues to be signalled).\nAvoid lowering the throttle too far based on a transitory lowering of speed\nrequested by the governor.\n\nRestore governor-requested speed when throttling turned off.\n\nAdd cpufreq sysfs attribute for checking throttling state.\n\nMake throttling workqueue high-priority.\n\nCosmetic changes.\n\nChange-Id: I068bf32115927fa61282f17f4a8798f2aee0b530\nSigned-off-by: Todd Poynor \u003ctoddpoynor@google.com\u003e\n
10705,CTS: 2 test cases fail in android.media related to camera\n\nSolve problems with handsets that does not support the hard\ncoded preview resolution used in the tests.\nThe tests that fails are testRecorderCamera and testRecorderVideo.\nThis fix updates the test to ask the camera for the\nlowest supported preview resolution and use this for the test.\n\nChange-Id: Ie3efa4f5e579f90abe6a960aef509f338711c90e\n
10706,Handle WebChromeClient null in CallbackProxy\n\nCallbackProxy\u0027s handleMessage function needs to handle\nthe case when WebChromeClient is null for message\nADD_MESSAGE_TO_CONSOLE.\n\nWebChromeClient can be null if WebChromeClient is set to\nnull while the ADD_MESSAGE_TO_CONSOLE is in the message queue.\nIt\u0027s unlikely to happen but has happened since the\nissue was found by live user.\n\nChange-Id: I183ee52bc78440d262f225c69118cd450787bd4d\n
10707,Close bluetooth headset to plug a leak\n\nWhen connection process run mBluetoothHeadset started as new\ncommand but it does not close when WLAN is disconnected.\n\nChange-Id: I3f05ae3eb4b63fd9f3f0653e8bdb76315f783dc8\n
10708,stagefright: Look for voMem.h in the local directory too\n\nThis helps using the headers without further modifications if\nthey are installed into a subdirectory.\n\nChange-Id: I95b59cc5a37972df49b84fb066071e7a892bb412\n
10709,Add ddmlib-tests.jar to sdk build.\n\nChange-Id: Ifc7cc59726066f869504a338d3025bffdeaa6785\n
10710,ARM: tegra: clocks: Add shared emc clocks for usb gadget\n\nChange-Id: Idf1982fac02b987cb16ef89509cfe4d72953d1e5\nSigned-off-by: Benoit Goby \u003cbenoit@android.com\u003e\n
10711,Remove unnecessary calls in UI \u003c-\u003e Core protocols.\n\nCore port related calls are no longer needed since UI is aware of\ncore\u0027s base port on attachment to the core\n\nChange-Id: Ic211fc9b02cb652009360f80917e90c44d941878\n
10712,stagefright aacenc: Make the mem_malloc function 64-bit safe\n\nChange-Id: I720109133bf5e13388b26a3bdbd66ff1f5320b70\n
10713,stagefright aacenc: Add const declarations to some pointers\n\nThis avoids some compilation warnings.\n\nChange-Id: Ia89ab94020a9f1ee4c1df48823fb89325cca7d36\n
10714,stagefright aacenc: Prefix more symbols\n\nThis avoids symbol clashes if linking this code into the same\nmodule as the libfaac library.\n\nChange-Id: Ia29a99351b886d57448775be4d8891268f562d14\n
10715,Fix issue #13366. Take account of stackFromBottom in computeVerticalScrollOffset().\n\nChange-Id: I984180af4b5e6a4a17714a662b43ffffc7d72fc2\n
10716,Add Korean Phone number formatting feature that inserts \u0027-\u0027 in Korean phone numbers for easier reading.\n\nChange-Id: I82aad1e5f6a917bbe0a434e4e12b845dc2f7ef2a\n
10717,Add keycodes F1 - F12\n\nWith these keycodes we are able to support PC keyboards.\n\nChange-Id: Ia6f6ac93c7bfbe89a0017875d52844676c2b1b33\nSigned-off-by: Chih-Wei Huang \u003ccwhuang@linux.org.tw\u003e\n
10718,Change max/min level range to allow the equalizer to be replaced\n\nAudioeffect framework has a mechanism to replace the effect with\nthe enhanced version. Some equalizer can have a solid equalizing\nimplementation with appropriate band gains. Max/min level range\nshould not be limited with a fixed value. According to the OpenSL\nES 1.0.1 specification(http://www.khronos.org/opensles/) the\nrange returned by GetBandLevelRange must at least include 0mB.\nSo this fix changes to check if the maximum level range is not\nnegative and minimum level range is not positive.\n\nChange-Id: I0145545bddc35db119c82817882ea26a35268645\n
10719,build/tools.atree: Move x86-specific changes to tools.x86.atree\n\nUnfortunately the latest x86-specific changes to tools.atree break\ninternal Android builds that depend on this file.\n\nThis change moves the changes to a different file that is only\nparsed for x86-specific SDK builds (sdk_x86-eng).\n\nIt depends on https://review.source.android.com/#change21957\nto allow the AOSP build to pick up tools.x86.atree properly.\n\nChange-Id: I163d7fb43aa06609d9b0e4bfbaf56311958ea25e\n
10720,Combine DescDragSourceListener and PreviewDragSourceEffect\n\nIt turns out that a DragSource listener can also set a drag preview\neffect so we don\u0027t need to have two separate classes for this; this\nwas slightly tricky because the drag source needs to get the image\nfrom the preview drag source effect in order to record the right\noffsets for the drag.\n\nThis changeset rolls the two classes into one the original drag\nsource.\n\nChange-Id: I249736c13e49f06886318ea64dc8de40e832d216\n
10721,cpuset: Minor compilation and var init fixes\n\nThe tcred init is based on what cpu_cgroup_can_attach() does.\n\tmodified:   kernel/cpuset.c\n\nSigned-off-by: JP Abgrall \u003cjpa@google.com\u003e\nChange-Id: I54ce091c9525376371167bb16b49a3630202b84d\n
10722,Support target-specific sdk/build/tools.atree extension.\n\nThe purpose of this patch is to add the ability to specify a\ntarget-specific extension to sdk/build/tools.atree under the\nname sdk/build/tools.$(TARGET_ARCH).atree\n\nThis is needed to move x86-specific changes out of tools.atree\nin order to fix the build of internal Android branches that\ndon\u0027t include other x86-related changes to the build system.\n\nAnother patch following this patch will fix the build itself\nby moving the x86-stuff to sdk/build/tools.x86.atree.\n\nNOTE: The root cause of the problem is that tools.atree\nprobably shouldn\u0027t be in the public AOSP repository but\nunder development/build/ instead. However fixing this\nrequires more drastic changes to the build system.\n\nChange-Id: Ie365c55527bcad38e1e5248f618e2fd5a96431a1\n
10723,The accuracy of WebView scale is less than density scale\u0027s one\n\nThe scale returned by getScale() is calculated as below;\n- scale \u003d (int)(100 * density)\n- scale \u003d scale/100.0f\nSo the scale is reduced its accuracy less than second decimal.\nTherefore assertion should has delta 0.01f.\n\nChange-Id: Ic5511e66a75d6e5dbc7dccec392b4a7e1b98e59b\n
10724,Updated MonthView\n  Added Color highlighting to the dates instead of a black bold\n\nChange-Id: I5f29c0008294e9fbe12f0ecfbabca511ec4c4aed\n
10725,Skip tests if it includes unsupported locale/charset\n\nA device may not support any specific locale (i.e. China German etc.)\n\nChange-Id: I894bfc76d3503d879913ff33a2b5e8887ea2ca49\n
10726,Added ability to set the start day of the calendar views from the settings menu\n\nChange-Id: I4c2892e3d3b5b3a4c29bb3041cf967a479f067fe\n
10727,x86: Use KVM by default if present. Add the option \u0027-disable-kvm\u0027 to disable KVM.\n\nChange-Id: I5ea8f303ce9e65210bf99d686658ab8ca45a68c5\nSigned-off-by: Xiaohui Xin \u003cxiaohui.xin@intel.com\u003e\nSigned-off-by: Jun Nakajima \u003cjun.nakajima@intel.com\u003e\n
10728,Updated Calendar to show colors on the MonthView Display\nadded back the dna_empty icon and modified it a little bit to show a convex display\na more 3D look\nupdated the width of the bits for a little easier viewing\n\nChange-Id: Ib932bee555d57135ccfecda7724b570393b45bd6\n
10729,Add ddmlib-tests to sdk build in a tests/libtests dir.\n\nChange-Id: Idba9f5b5724926209bbb96bfd75e04dbffa3760c\n
10730,usb: gadget: tegra: Enable emc clock while usb is connected\n\nChange-Id: Icb94c516a580e29b42b1899e622c9b91f8701dd2\nSigned-off-by: Benoit Goby \u003cbenoit@android.com\u003e\n
10731,ARM: tegra: clocks: Add shared emc clocks for ehci driver\n\nChange-Id: I02f9d798159e14007fa2e5abfc3493a2d779d515\nSigned-off-by: Benoit Goby \u003cbenoit@android.com\u003e\n
10732,stagefright aacenc: Don\u0027t address a Word32 with a Word16 pointer\n\nCurrently a pointer to a Word32 is used as a pointer to Word16 which\ndoesn\u0027t work as intended on big endian architectures.\n\nThis change needs to be analyzed and tested properly so that it doesn\u0027t\ncause issues with overflows in these variables. Another solution would be\nto change all the scf arrays to 32 bit instead.\n\nChange-Id: I53d9eb83bdaf8d3b1530eb5064dd10b08bce737a\n
10733,stagefright amrwbenc: Prefix a few more symbols\n\nThis avoids clashes between symbols in amrwbenc and amrwbdec\nif they are linked into the same module if amrwbdec is compiled\nas C instead of C++.\n\nChange-Id: I1d26b35403ae1bc5a69fe4cf490abbc03286cb29\n
10734,stagefright: Include stdlib.h for malloc/free\n\nAccording to ANSI C malloc/free are provided by stdlib.h.\n\nAlso string.h is always available according to ANSI C and provides\nthe memset function so there\u0027s no need to include it conditionally\nfor linux only.\n\nThis makes the code buildable on OS X too.\n\nChange-Id: Ie5d1da02158797e7e45dea257cbe3e4996dde4db\n
10735,stagefright aacenc: Avoid warnings about incompatible pointer types\n\nChange-Id: Ida53cd1030ebb9feb0d6916e42e8ba67a90e86c7\n
10736,stagefright amrwbenc: Make the mem_malloc function 64-bit safe\n\nChange-Id: Iab0dbfdc6be09c62d353bee46596635686b784a6\n
10737,"Lockdown Browser to mitigate vulnerabilities\n\nWebkit used by the Browser process is highly exposed to security\nvulnerabilities. The Browser process should run with as few\npermissions as possible to limit the damage of a vulnerability.\nThe android.permission.WRITE_EXTERNAL_STORAGE permission is used only\nfor debug and test purposes and should not be included in release\ncode.\nAdd the \testOnly\"" attribute to the uses-permission tag to ensure\nthat the permission is dropped for release builds (userdebug/user).\nThis commit has a dependency to the commit in frameworks base which\nadds support for the \""testOnly\"" attribute in the uses-permission tag.\n\nChange-Id: I3104fe2135703cbd3ca53f783b59fe15b422053e\n\nConflicts:\n\n\tAndroidManifest.xml\n"""
10738,"Add testOnly attribute for uses-permission\n\nThe browser has the android.permission.WRITE_EXTERNAL_STORAGE\npermission only for debug and test purposes. But due to the static\nway of how AndroidManifest.xml is declared then it is also included\nin release builds. This is bad from a security point of view as the\nBrowser is highly exposed to vulnerabilities.\nThis patch adds the \testOnly\"" attribute to the \""uses-permission\"" tag\nso that it can be used to tell Package Manager that the permission\nis only intended to be used on debug builds (\""eng\"") and not release\nbuilds (\""userdebug\""/\""user\""). I.e. on debug builds it will be\nignored/dropped.\nFor third party developers this functionality could further be\nimproved by allowing permissions with testOnly\u003dtrue on release builds\nif PackageManager.INSTALL_ALLOW_TEST is true for the APK being\ninstalled.\n\nChange-Id: I374373ea9625f360839bb5a5ade686af5309d2fc\n"""
10739,libc: \u003csys/cdefs.h\u003e: Fix the use of __STDC_VERSION__ from C++\n\nSee http://code.google.com/p/android/issues/detail?id\u003d14627 for context.\n\nChange-Id: Idb10b675667d0d6e64dcb1d382be11e45aa6f4c4\n
10740,Avoid link being loaded when long pressing x-button\n\nWhen long pressing a link in browser with the x-button or other\nbuttons mapped to KEYCODE_DPAD_CENTER the context menu is\ndisplayed but the link is also loaded in the background. When\nBrowserActivity loses focus due to the context menu the native\nInputDispatcher injects a key event with action\u003dup flag\u003dcanceled\nwhich is received in WebViews onKeyUp method. This triggers the link\nto be opened even though the context menu is shown.\n\nAdding a check in WebViews onKeyUp method for flag\u003dcanceled avoids\nthe link being loaded.\n\nChange-Id: I02d7ba1d428ac4e37a4d77b61dab2e2ef132067c\n
10741,Allow building toolchain without target gdb alternatively.\n\nChange-Id: I3fd1c4f628c221e6ae4f939aab73e69b3e546bd1\n
10742,Enable lcd backlight in the emulator.\n\nAdding a new lights.goldfish.so library to enable\nlcd backlight in the emulator\n\nChange-Id: I2a6c8af268859d7d30fd90b60ac2a0fe0d9625e8\n
10743,Fix aggregation exception problem\n\nThis patch fixes a bug in the aggregation algorithm. When adding\naggregation exceptions sometimes when excluding a raw contact from\na Contact the contact information was not updated.\n\nChange-Id: If527c0fe0bd51eec77a71e466492691375889037\n
10744,SKT special requirement for CLIR/CLIP\n\nSKT has a special supplementary service requirement on\nCLIP/CLIR which is  similar to what 3GPP specified in\nterms of functionality but different in terms of the\nservice code input.\n\n* Call Line Identification Presentation (*230#+B-party\nnumber + SEND)\n\nCaller ID Display service shows the telephone number of\nthe caller on the display before you answer the phone\n\n* Call Line Identification Restriction (*23#+B-party\nnumber + SEND)\n\nIt allowes you to block your number from being displayed\nthrough Caller ID and can be done temporarily.\n\nChange-Id: I652c83662c13b2aeec3c1bd19010542cbb98b9bc\n
10745,"Removed Quick launch menu when no HW Search key exists\n\nThe \Quick launch\"" menu should only be visible if there\nis both a HW keyboard and a HW \""Search\"" key since the\nfunctionality cannot be used if either is missing.\n\nChange-Id: Ia770d40919d92d0e7a32d1a65a0fe73404af578a\n"""
10746,Making it possible to call SIP calls with special allowed chars.\n\nSince String.replaceFirst uses regex and since SIP user names are\nallowed to include regex charaters such as \u0027+\u0027 the code must\nfist convert the string to a literal pattern String before using\nreplaceFirst method.\n\nChange-Id: I25eac852bd620724ca1c5b2befc023af9dae3c1a\n
10747,nf: qtaguid: workaround xt_socket_get_sk() returning bad SKs.\n\n(This is a direct cherry pick from 2.6.39: Id2a9912b)\n\n* xt_socket_get_sk() returns invalid sockets when the sk_state is TCP_TIME_WAIT.\nAdded detection of time-wait.\n* Added more constrained usage: qtaguid insures that xt_socket_get*_sk() is\nnot invoked for unexpected hooks or protocols (but I have not seen those\nactive at the point where the returned sk is bad).\n\nSigned-off-by: JP Abgrall \u003cjpa@google.com\u003e\nChange-Id: Id2a9912bb451a3e59d012fc55bbbd40fbb90693f\n
10748,nf: qtaguid: make procfs entry for ctrl return correct data.\n\n(This is a direct cherry-pick from 2.6.39: I3b925802)\n\nFixed procreader for /proc/net/xt_qtaguid/ctrl: it would just\nfill the output with the same entry.\nSimplify the **start handling.\n\nSigned-off-by: JP Abgrall \u003cjpa@google.com\u003e\nChange-Id: I3b92580228f2b57795bb2d0d6197fc95ab6be552\n
10749,"Cancel inquiry before outgoing service connection.\n\nBefore connecting to a headset discovery needs to be\ncanceled to avoid \Connection timeout\"" error.\n\nSigned-off-by: Christian Bejram \u003cchristian.bejram@stericsson.com\u003e\nChange-Id: I5bdbb99ed5deee316cd6fd04bc06c4a82cb6eacd\n"""
10750,Thread safety in InetAddress\n\nMake InetAddress class thread safe in a multicore system\nby making all native calls synchronized\n\nChange-Id: Ic5df1c04dae2f0101ec5c799211d4a62533afcae\nSigned-off-by: Christian Bejram \u003cchristian.bejram@stericsson.com\u003e\n
10751,Merge branch \u0027camera_test\u0027 into camera\n
10752,Fix issue #18053\nhttp://code.google.com/p/android/issues/detail?id\u003d18053\n\nChange-Id: Ie3c327a4e5871394f728d725703f2640d68e60d5\n
10753,Unable to push files to Windows 7\n\nWindows 7 says it can handle the maximum OBEX packet size. However\nif the maximum packet size is used the transfer will fail. This\nshould be fixed by Microsoft but until they do the only way to solve\nthis is to reduce the maximum packet size for the OBEX client.\n\nChange-Id: I51975eec972395ae3f1f21cca236b223d0812ef3\n
10754,Fix issue 18054\nhttp://code.google.com/p/android/issues/list?thanks\u003d18054\n\nChange-Id: Id216f67f004740dc687d2552ee7e4cc364778ab0\n
10755,Better default selection when choosing a device config.\n\nChange-Id: Iacaabec4ad9e9dd55397dc2cc3e6bfadc0c11ff2\n
10756,libstagefright: Reset the decoder while  performing seek.\n\n- Observed pop noise while seek to beginning of file of a recorded AMR clip.\n- While performing seek the AMR decoder states are not being reset.\n  In AMR decoder the current frame output is predicted using the states\n  from previous frame. If these states are not cleared it might cause noise\n  when seek is performed.\n- Fixed by resetting the decoder when seek is issued.\n\nChange-Id: I258e711e704658f7ab804933dfd318f1086a87e1\n
