,Comment
10307,arm fix for audioctl and pcmoutnn wa not do proper check on user datan pcmioctl would crash if audiosetvoum got call befor audiostartnnnedoffbi iliyan malchev 
10308,qemu add cdmarel network speed to modemnnadd cdma network speed requir to be abl to switch technologynfrom the command linenid 
10309,cif fix broken oplock handlingnncommit upstreamnncifsnewfileinfo doe not use the valu from the caller insteadnit set it to reqoplock which seem wrong We should be use the oplock valuenobtain from the server to set the clientcancacheal ornclientcancacheread flag fix thi by pass oplock from the caller toncifsnewfileinfonnthi chang date back to commit So all the affectednvers will need thi fix pleas Cc stabl onc review and acceptednnreviewedbi jeff layton suresh jayaraman steve french greg kroahhartman 
10310,replac deprec setbutton methodsnid 
10311,adb remov obsolet shell histori supportnid mike lockwood 
10312,replac deprec intentouri methodnid 
10313,replac deprec getint with parseurinid 
10314,avoid creat a SP from a die SP caus multipl deletionnnonc an SP ha hit mstrong it is in the process of be delet makingnanoth SP from it will result in the object be delet twicennfor some reason processst use a special function that can do just thi andncaus bug We reimplement it to do an attempt at creat and SP instead ofnforc then it clean up appropriatelyn 
10315,replac deprec gesturedetector api callnid 
10316,replac deprec getint with parseurinid 
10317,replac deprec bitmapdraw contructornid 
10318,replac deprec string constructornid 
10319,add a printf formatnnthi make sure that data sent through logwrapperni interpret as stringsnid 
10320,replac deprec getint with parseurinid 
10321,fix preadpwrit stubsnnon arm eabi function paramet must be alignednto an evenodd regist pair the weird way these stubsnwer written use separ lohi paramet preventednthi align from be enforc by the compilern 
10322,replac deprec getint with parseurinid 
10323,replac deprec sensorlisten with new sensoreventlistenernremov unus importsnid 
10324,fix the fileoutput mio to take into account the uyvi formatn 
10325,remov yuv buffer align calcul from the omx decod node thi is current done in the omx componentsn 
10326,build buildmultiprebuilt for the prebuilt targetnnadd file includ as prebuilt with buildmultiprebuiltnto be instal as part of the targetnid 
10327,gpu pvr instead of fall back on vmalloc if kmalloc fail vmalloc firstnnprevi thi code would fall back on vmalloc if kmalloc fail thisncan kickoff reclaim unnecessarili instead alway use vmalloc fornalloc where it is possibl and onli use kmalloc for allocationsnsmal than a page or where physic contigu memori is requirednid rebecca schultz zavin 
10328,report a more appropri failur statu via the author engin when underli node command failn 
10329,make the default camera app capabl of see videosn 
10330,the issu fix the logic that put frame start code in front of wmv advanc profil frame if not theren 
10331,replac deprec wallpap api with wallpapermanagernid 
10332,usb composit comput interfac number correctli when function are hiddennnnedoffbi mike lockwood 
10333,replac deprec setbutton methodsnid 
10334,chang osclimportref to osclexportref declar for setmaxlinesizeformultilinerespons method in httpparsern 
10335,replac deprec string constructornid 
10336,fix for open share asset file handl multipl timesn 
10337,move inlin code from header to cpp file for pvmfeventhandlingn 
10338,telephoni process MT sm with mti set to 
10339,limit the max size of album art to megsn 
10340,fix regress netspe and netdelay worknnth bug wa introduc in a past integr patch that move code from vlcnto netandroidcnid 
10341,usb gadget android fix special case for rndi ethernet functionnnonli set devic descriptor bdeviceclass field to usbclasscomm whennth rndi function is actual enablednnnedoffbi mike lockwood 
10342,updat the omx decod node to reject a compon if iomxcomponentusesfullavcfram is falsen 
10343,add small userev abstract interfacennprepar for futur UI frontendbackend separationnnthi is done to ensur that the code under androidskin doe not dependnon ani qemuspecif header We achiev thi by ad a new abstract headernusereventsh and one qemuspecif implement for the functionsndefin herennthi also modifi consoleh and vlandroidc to make them closer tonupstream by remov androidspecif changesnn fix makefileandroid to alway build sdl from sourc in standalon modenid 
10344,ad divx drm specif testcas in player engin unit testsn 
10345,let adb connect connect to emul toonn adb can now connect to an emul configur with an arbitraryn pair of port adb these two port do not have to ben adjacentn thi can be done from the commandlin at ani time usingn adb connect emul run on port outsid the normal rangen regist themselv on startup if they follown the convent consol portn emul outsid the normal port rang will not be autodetect onn adb startup as these port are not probedn the index into localtransport array in transportlocalc doe non longer indic the port number of the local transport use the alteredn atransport struct to get the port numbern I have chosen not to document the adb connect emuconsoleportadbportn syntax on help screen as thi might be confus to most readersn and use to veri fewn I expect thi to introduc ani backward compat issuesnid mike lockwood 
10346,app music app crash when tri to launch on patch add new buttonbar png file to the what appearsnto be the correct directori there may be a better way to fix thisnnnedoffbi karimuddin say chri kelli 
10347,adb connect and disconnect improvementsnnport number is now option will use default port if not specifiednadb disconnect with no addit argument will disconnect all tcp devicesnid mike lockwood 
10348,cleanup fix for scalegesturedetectorn 
10349,remov duplic codenphotographsjava contain extactli the same code as wallpaperjavanther are also no call to thi activ so no other file need to be updatednid 
10350,ad a new method to packagemanagernto check if a packag with a given name is current installednwhi i did thi apichangenwhen you look in exampl in the packageinstal andnhow it determin the instal packag it first getsnal instal packag and then loop through all of themnwith thi new api you can save some ressourc on the phonencaus there is no need to loop through all instal packagesnid 
10351,adb add qualcomm usb idnid dima zavin 
10352,fix adb remount on nonmtd devicesnid mike lockwood 
10353,return fals on remoteexceptionnid 
10354,chang defect delet contact base on contact idnid 
10355,invalid cach for camera preview and stat pmem region in additionnto the snapshot buffer thi let userspac use cacheabl read for thosenpmem regionsnnnedoffbi chihchung chang 
10356,correct spn and plmn name handlingnnspdifil on sim and bcd encod plmnentri pars correctlyncaus us to display wrong networknamesnid 
10357,am reconcil main tree with opensourc eclairnnmerg commit eclairplusaospnn commit snapshotn fix 
10358,use linenois to add simpl edit and histori to the android shellnnth linenois librari is from httpgithubcomantirezlinenoisennthi patch also disabl commandlin edit and histori from adb thenadb implement wa shadow the android implementationnnth adb implement wa also shadow the edit and historynimplement in altern shell such as ashnid 
10359,text disappear when select text in text editornnth problem appear when the user select copi and past textnand then select text again the second time text is selectednth copi text becom visibl in the text fieldnid 
10360,add proper support for and in the manifest parsingnid 
10361,fix SD card size check to prevent int overflownnalso ad a check for sd card that are too big to preventnlong overflownid 
10362,prevent browser becom unrespons when surf to a url with mani escap charactersnnsurf to a webpag with mani charact in the url will hang the browser for sever minutesnto reproducenstr url intent new intentintentactionview uriparseurlnintentaddcategoryintentcategorybrowsablenstartactivityintentnnth raw url is use to match previous visit url in the histori databas with the sql like operatornth like oper doe howev treat sign as wildcard and an exhaust and unnecessari search is madenth fix use the escap function of like to treat the sign in the url as nonwildcardsna underscor is treat as also treat as a wildcard it is escap as wellnid 
10363,disconnect activ call for atchup command from bluetoothnna per spec TS activ call should be disconnect for atchupncommand instead ring call is disconnect in the current implementationnfor bluetooth thi is correct to disconnect the activ callnid 
10364,disconnect activ call for atchup command from bluetoothnna per spec TS activ call should be disconnect for atchupncommand instead ring call is disconnect in the current implementationnfor bluetooth thi is correct to disconnect the activ callnid 
10365,remov size height feedback from view system to webkit if the view height is set by height of contentnnremov size height feedback from view system to webkit if the view height is set by height of contentnin order to fix a bug which caus the webview to grow endlesslynnto reproduc tri the follow in a webview with in a 
10366,arm tegra add api to control intern powergatingnid colin cross 
10367,fix heap corrupt from too long of a tagnnsnprintf ha a weird return valu It return what would have been written given a larg enough buffernin the case that the prefix is longer then our it mess up the calcul below possibl caus heap corruptionnto avoid thi we doubl check and set the length at the maximum size minu null byten 
10368,improv format of local in ct reportnnbug a xlt snippet to insert a line break everi localesnid 
10369,updat of drm frameworknn chang void type of return valu to int for return statusn add some of overload java api which accept databas uri as inputn add asynchron apisn add oneventlisten and onerrorlisten for asynchron apisn disabl debug logn chang decrypt api to accept an option buffer need by some of drm schemesn are incorpor by soni corporationnid 
10370,alia to ha alreadi ha a stop command usednto stop the main runtim and the aliasninterfer with test tool that expectnstop to kill the runtimenid 
10371,arm tegra suspend allow suspend mode to chang through debugfsnid colin cross 
10372,make drm librari optionalnid 
10373,updat ddmlibprebuiltjarnid 
10374,getphonebookindex fix handl for minor japanes kana charactersnnthi add minor japanes kana charact handl to meet thenunicod collat algorithmnnnorm digraph yori koto into first read letterntreat dakuten dot onbiki iter mark as a symbolnadd handl for minor small katakana letternnnedoffbi yutaro ogasawara 
10375,display select a bit betternid 
10376,indic when is reject in relativelayoutnnthi is the case where a view from a relativelayout is beingnmov on a depend view now it mark the view with a bluencross to give a clue that not a suitabl targetnid 
10377,correct behavior of getabsbuildvarnngetabsbuildvar should work no matter which directoryny are stay push directori to the top directori beforencal makefil to get the correct absolut pathnid 
10378,updat to new ddmlib prebuilt apinid 
10379,updat to new ddmlibprebuilt apinid 
10380,schedul cpuacct enabl platform callback for cpuacct power trackingnnplatform must regist cpu power function that return power innmilliwatt secondsnid mike chan 
10381,schedul cpuacct match upstream api name changenid mike chan 
10382,replac deprec configlogd with configdebug so there onli debug output on a debug buildnid 
10383,schedul cpuacct enabl platform hook to track cpuusag for cpu frequenciesnnintroduc new platform callback hook for cpuacct for track cpu frequenciesnnnot all platform architectur have a set cpufreqt definednfor cpu transit speed In order to track time spent in at variousncpu frequenc we enabl platform callback from cpuacct for thi accountingnnarchitectur that support overclock boost or have predefinednfrequ tabl can implement their own bucket system that make sensengiven their cpufreq scale abilitiesnnnew filencpuacctcpufreq report the cpu time in nanosecond spent at each cpunfrequencynid mike chan 
10384,fix mac build by use prebuilt sdl librari for OS xnid 
10385,replac deprec contact api with contactscontractnid 
10386,replac deprec configlogd with configdebug so debugoutput will onli be enabl when in debug modenid 
10387,remov unus importsnid 
10388,reduc warn by remov unus import unus variabl and ad type argumentsnid 
10389,read log permiss test fixesnnbug a typo in the logcat command use in the test there wa annextra colon in one of the argumentsnnadd a test to check that log file under devlog are not worldnread also check they are own by user root and group lognncreat a jni librari just for the permiss packag the jni codencannot be ad to the ctsteststub jni librari becaus the testsncannot use ctsteststub sinc that acquir the permiss wenar tri to neg test I also tri compil just the singlenjava sourc in ctsteststub ialli where I tri to putnfileutil and reus the ctsteststub jni librari but the VM didnnot like it thu I take the easiest rout of make a separatenjni librari just for the permis packagenid 
10390,browser crash fix caus by incorrect refer count lead garbag collector cleanupnid 
10391,fix test ant rulesnnthey were import the old name of the main rulesnid 
10392,fix touchtesttestontouchev test stringnnbug thi test to work with ani display width by creatingna test string that is wider than the screen rather thannus a fix size and expect the textview to onli scrollna much as there is left to scrollnid 
10393,arm tegra irq alway updat wake masknnto allow the suspend mode to be chang at runtim alway updat wake mask when irqsetwak is call on an irqnid colin cross 
10394,arm tegra gpio alway updat wake masknnto allow the suspend mode to be chang at runtim alway updat wake mask when irqsetwak is call on a gpio irqnid colin cross 
10395,focusfindertest workaroundsnnbug focusfind test were fail on larg width screen becausenth focu model take into account the width of the widget thenprior layout had button that span the entir screen and thisncaus the focu behavior to chang across differ screen sizesnthi doe not seem correct but it is how the framework is codedncr a new layout that ha four equallys center button tonavoid thi problemnnfin the focusfinderfindnearesttouch seem to not takeninto account the touch coordin when calcul the deltanoffset for the down and right focu direct which thu makesnth distanc greater than the edg slop caus it to failnthi also doe not seem correct but probabl due to a lack ofnmi understand bug work around the problem usingnmor simpl case that touch on the outer edg of the widgetsnthat do not trigger that problemnnbackport from froyo matchpar attribut chang to fillparentnand string ad to stringsxml to get around translat errorsnid 
10396,new zoom control in the layout editornnnew and real size button the real sizencomput a scale valu base on the dpi of the monitornand the dpi of the layout devic infonnalso cleanedup the customtoggl class to be ancustombutton toggl option as the andnzoom inout button are not togglesnnmigr the clip button to be set up throughna custombuttonnnad group of custombutton which are closer toneach other than normalnid 
10397,check contactscontenturi activ supportnnissu a test that check contactscontractcontactscontenturinact intent is supportednnport from eclair sinc there is no automerg to froyonid 
10398,fix touchtesttestontouchev test stringnnbug thi test to work with ani display width by creatingna test string that is wider than the screen rather thannus a fix size and expect the textview to onli scrollna much as there is left to scrollnid 
10399,genericmk replac alarmclock with newer deskclock appnid 
10400,clean Up properli in databas testsnnissu sqlitetransact except that aris from enabl sqlitenshar cach mode these occur when not close databas handlesnproperlynid 
10401,ad miss classpathentri for deskclock app bluetooth obex globalsearch and provisionnid 
10402,fix crash when wifi direct devic name start with spacennwhen wifi direct devic name start or is just from supplic get trim to thisnstr ha at end and beginnig then we call substringnwith caus crashnid 
10403,replac deprec api with new wallpapermanagernid 
10404,verifi devic imeimeid idsnnbug that telephonymanagergetdeviceid return either a imei id for gsm phone hex meid id for cdma or meid id check the luhn check digit for imei idsnfin check that a valid mac address is return byndevic that are neither gsm or cdmanid 
10405,fix for issu miss android prefix remov unus importsnid 
10406,defect miss call notiifc on home screennid 
10407,md dmcrypt add option to reus a new global workqueuenntyp dmcrypt instanc each have their own set of kcryptkcryptionworkqueu thi patch add an option which will creat one set ofnworkqueu on and reus them for all dmcrypt target instancesnin order to cut down on resourc overhead on embed systemsnnnot If you use stack dmcrypt instanc then enabl thi optionnmay caus a deadlocknncc milan broz brian swetland andrew morton christoph saout san mehat 
10408,prevent layout interact on certain layoutsnnsom layout like zoomcontrol extend anoth layout class in thisncas linearlayout presum for implement conveni butnth zoomcontrol intend to be use as a gener linearlayoutnwher you want to drop new widget in between it exist childrennwher you want to chang the orient etcnntherefor thi changeset add a new layout rule ignoredlayoutrulenwhich variou new widgetspecif rule inherit from to preventndefault layout handl from kick innid 
10409,ad as support charsetnnw sometim receiv messag in japannso charset should be parsednid origin blank linen 
10410,add as support charsetnnw sometim receiv messag in japannso charset should be pars correctlynid 
10411,spi tegra fix error set on timeoutnnavoid derefenc an unial pointernid erik gill 
10412,merg commit of gitandroidgitkernelorgplatformpackagesappscamera into headn 
10413,fix intern updat sitennplatform categori have a desc which seemsncaus problemsnid 
10414,disabl thumbnail creation after video capturennnedoffbi anu sundararajan 
10415,revert video tegra add z order blend output posit and stride to overlaysnnthi revert commit 
10416,fix window event loop handlingnnthi chang fix the window emul binari which got stuckndu to chang in the timer implement that occur duringnth last upstream integrationnid 
10417,fix platform updat site categoriesnid 
10418,revert disabl gener of thumbnail after video capturennthi revert commit 
10419,code ad to support speed dialnid 
10420,fix max memori to be not 
10421,code ad to support speed dialnid 
10422,bounc fix cach mainten for bounc highmem pagesnnth bounc page should be flush after memcpi to ensur thatnarchitectur implement can synchron instruct and datancach of the copi datanid gari king 
10423,DO not submit investig use recoveri to instal aosp buildsnid 
10424,code ad to support speed dialnid 
10425,video tegra add z order blend output posit and stride to overlaysnid erik gill 
10426,fix crash in quicksearchbox widgetnnlook like mcorpusindicatorint it is not use ani morenbut caus nullpointerexcept as it never setnid 
10427,video tegra correct typeo in hdmi parent clock setupnid erik gill 
10428,adt adjust select on rightclick or dragnid 
10429,fix buildnid 
10430,fix buildnid 
10431,merg commit 
10432,ril add support for releas network setupdatacal accept ip version paramet deprec rilrequestlastdatacallfailcaus as it cann caus problem when sever pdn context are activ failur reasonn should be return when setupdatacal returnsnn add failur caus for releas networksnid 
10433,updat export wizard for new releas exportnnus the exporthelp to fulli rebuild the releasenpackag as take the debug packag no longer worksnbecaus it insert clean up the apkset thing notnus anymorenid 
10434,arm tegra add blink timer to pmc unit contain a blink output which can be use bynplatform as a peripher clock sourc on ventananthi is use as a sourc to the wifi bluetoothnmodulennsinc the blink timer is locat in pmc it is preservednand potenti activ dure suspendnid gari king 
10435,focusfindertest workaroundsnnbug focusfind test were fail on larg width screen becausenth focu model take into account the width of the widget thenprior layout had button that span the entir screen and thisncaus the focu behavior to chang across differ screen sizesnthi doe not seem correct but it is how the framework is codedncr a new layout that ha four equallys center button tonavoid thi problemnnfin the focusfinderfindnearesttouch seem to not takeninto account the touch coordin when calcul the deltanoffset for the down and right focu direct which thu makesnth distanc greater than the edg slop caus it to failnthi also doe not seem correct but probabl due to a lack ofnmi understand bug work around the problem usingnmor simpl case that touch on the outer edg of the widgetsnthat do not trigger that problemnid 
10436,enabl apic support in goldfish kernelnnto support irq number we need enabl apic in kernelnnthi util the upap support in kernelnid jiang yunhong 
10437,fix buildnid 
10438,fix buildnid 
10439,dualsim featur sampl changesnnth chang correspond to sampl dualsim featur on androidnwhich can support two subscriptionsnid 
10440,spi tegra fix typo prevent compilationnid greg meist 
10441,remov unus importnid 
10442,reduc warningsnid 
10443,remov unus import ad type argument remov some warn by use unus method and variablesnid 
10444,remov unus importsnid 
10445,phone display short namemccmnc if long name is empti in manual searchnnth oper name for each oper obtain in the manual network searchnshould be deriv as per spec TS indicationnwhil deriv the name for current oper alreadi regist oper asnper the spec if nitz name ha to be display then some time the long namencan be empti in MM inform sinc the oper inform should be derivednfrom a singl sourc MM inforamt cannot be combin with other sourcesnlik ME DB inform for long name In such case short name or mccmnc stringnshould be display in the manual network selectionnid 
10446,clean up sampl by remov uns import and variablesd deprec configlogd to configdebugnremov unnecessari whitespacesnid 
10447,remov unus importsnid 
10448,add camera optionsn 
10449,defect edit arrow in wrong direct in edit contactivitynid 
10450,ad type argument to sampl to reduc warn and get a litl bit more compil code check for new android programmersnid 
10451,video thumbnailn 
10452,defect arrow in wrong direct in editcontactnid 
10453,camera optionsn 
10454,gener memcpi should defin memcopi befor includ bcopycnnnedoffbi chri dearman 
10455,correct gener memset implementationnnnedoffbi chri dearman 
10456,ukrain local tag test cupcakenartfulbit httpwwwartfulbitscomn 
10457,thi work add commun between omxencnod and compos node for maxbitr and decodingbufferdbn 
10458,fix an issu where pvplayerengineprepar never complet If server send option request to the pvplayer pvplayer doe not send setup request to the server and pvplayerengineprepar never completesn 
10459,ukrain local tag test cupcakenartfulbit httpwwwartfulbitscomn 
10460,modifi omx type declarationsn 
10461,ukrain local tag test cupcakenartfulbit httpwwwartfulbitscomn 
10462,fix for read from file use a file descriptor with an nonzero offsetn 
10463,toolboxlistenersenderc print onli what is receivedn 
10464,ukrain local tag test cupcakenartfulbit httpwwwartfulbitscomn 
10465,updat to PV intern build systemn 
10466,ukrain local tag test cupcakenartfulbit httpwwwartfulbitscomn 
10467,translat fix glgetpointernngetpoint is implement both in glescmcontext and it parent glescontextnbut wa not declar virtual amd henc worknid 
10468,translat fix eglgetprocaddress on linuxnnour implement of eglgetprocaddress resolv the function addressesnin run time typic thi is not an issu but when a gl function isnalso implement by the call app the address wa resolv to the version of the function rather than our thi is the case with thengldrawtexisfxo function in the conform testnth solut is to add the bsymbol switch when link our librariesnso all symbol resolut is done internalynth same fix should probabl be done for macnid 
10469,translat conform fix array relat getsnnther is a set of glget which queri the client state of thenbind array the data exist in the translat context and is notnpass to GL so the glget should be handl internalynthi is done by implement four glgetv method in glescontext whichnreturn a boolean valu indic whether we have set the return valuenor not and are call by the glgetv function in glescmimpntwo of the glget are handl by glescontext and the other bynglescmcontext sinc they are specif to gle the same should bendon for specif glget in a later patchnalso buffernam is now save in glespoint in to allow thenglarraybufferbind getnid 
10470,opengl translat fix glgetstringglextens for queri of glextens in fix egl surfac desruct when there isnno current contextnid 
10471,translat conform fix textur issuesnnthi fix three should be handl by the translat rathernthan by glistextur shoud return gltrue onli if the textur wa bound at somenpoint add a wasbound member to the texturedata and maintain gltexparameterglgeneratemipmap did not work the first problem wasnthat it wa not allow by our valid fix the next issu is thatnthi enum is not necessarili support by the opengl implement itni in opengl but wa replac by an extens in So in case thenextens doe not exist and glgeneratemipmap is requir save thi infonin a new requiresautomipmap member of texturedata and call glgeneratemipmapextnwhenev is callednther is a theoret case where neither glgeneratemipmap nor glgeneratemipmapni support by the opengl implement thi is not like to happen butnif we find such an implement it might requir implement a mipmapngener softwar algorithm which is badnid 
10472,translaotr handl glgetpointsizearraynnshould be handl internali like all other array queriesnid 
10473,opengl translat extend conversionarray classninsert some of the logic which wa scatter over some partsnof the glescontext class to be encpsul insid the conversionarraysnso that the code will be more clea and organizednid 
10474,opengl translat remov duplic linenid 
10475,gldrawtex glinvalidvalu if widthheight 
10476,fix segfault when destroy contextnnmtexcoord wa not ializ in the glescontext constructor so whenndestruct it result in an illeg freenid 
10477,fix issu where an incorrect vol header for video content result in no video playbackn 
10478,ukrain local tag test cupcakenartfulbit httpwwwartfulbitscomn 
10479,show correct date for download in the statusbarnnth date wa not set properli in notif when the text fornexpand view wa creatednnthi fix set the display time to the download time for eachnindividu file the downloadprovid recreat the notificationsnsever time but set the time befor the expand messageni creat the expand messag will therefor display the timenth notif wa creat and not the time a file wa downloadednth display time will in most case be the time when the last filenwa download thi fix set the display time to the downloadedntim for each individu filen 
10480,minor refactor of integ datatyp usen 
10481,ukrain local tag test cupcakenartfulbit httpwwwartfulbitscomn 
10482,remov a check in slidingwindowprocess to make avc decod toler an error condit and continu decodingn 
10483,ukrain local tag test cupcakenartfulbit httpwwwartfulbitscomn 
10484,improv omx dec buffers negoti dure portreconfig for nonmultipl of clip RV and wmvn 
10485,merg commit 
10486,version updat for sdkinfo header file and playerdriv document updatesn 
10487,ukrain local tag test cupcakenartfulbit httpwwwartfulbitscomn 
10488,ukrain local tag test cupcakenartfulbit httpwwwartfulbitscomn 
10489,abort fdn delet when number is empti instead of namend fdn delet to abort when number is empti rather thannwhen name is TS usim applic state in effdn fix diall number that the diall numbernfield is mandatori wherea the alpha identifi is optionalnth current implement of the user interfac for editingnth fix diall list block creation and delet listnentri without a name correspond to the alpha identifiernbut instead permit entri without a number thi is incompatiblenwith the usim specif andnimplementationnnthi contribut correct the implement in line withnth usim specificationnid 
10490,ukrain local tag test cupcakenartfulbit httpwwwartfulbitscomn 
10491,look at mnumber instead of mname when decid whether to add or edit a fix diall list TS usim applic state in chapter fix diall number that the diall number field isnmandatori wherea the alpha identifi is option the currentnimplement of the user interfac for edit the fixedndial list block creation and delet list entri without annam correspond to the alpha identifi but instead permitsnentri without a number thi is incompat with the usimnspecif and implement thi contribut correct thenimplement in line with the usim specificationnid 
10492,ukrain local tag test cupcakenartfulbit httpwwwartfulbitscomn 
10493,add voldn 
10494,fix focu ring on link with nonlatin textnnwhen a clickabl link in a html document is focus a rectangl withnround corner is drawn around that link If the link contain arabicncharact or charact from other nonlatin alphabet the focusnr will be drawn too high up on the pagenid 
10495,arm set srfronreset bit in sdrcpowernit allow sdram enter selfrefresh state in case warm resetnnit is need for featureslik ramconsolenthat reli on valid sdram content even after a warm resetnnnedoffbi tao Hu san mehat 
10496,fix the incorrect messag for securityexceptionnnwhen inject a key pointer and trackbal event into the UI acrossnappl the correspond method throw securityexcept withnincorrect permiss messageninject event permiss should be injecteventsn 
10497,captur failur of 
10498,ukrain local tag test cupcakenartfulbit httpwwwartfulbitscomn 
10499,musb add disabl otg standbyidl call to musbnnnedoffbi jame luan mike chan 
10500,ukrain local tag test cupcakenartfulbit httpwwwartfulbitscomn 
10501,test upload pleas disregardn 
10502,ukrain local tag test cupcakenartfulbit httpwwwartfulbitscomn 
10503,mmc block resum multiblock read after transient read errorsnnnedoffbi bentao zou david ding san mehat 
10504,fix the incorrect messag for securityexceptionnnwhen inject a key pointer and trackbal event into the UI acrossnappl the correspond method throw securityexcept withnincorrect permiss messageninject event permiss should be injecteventsn 
10505,ukrain local tag test cupcakenartfulbit httpwwwartfulbitscomn 
10506,opengl emul fix upsidedown gl imagennthi fix perform a flip softwar copi to match our coord with those expect by the flingernw may think of a better implement in the futurenid 
10507,emul opengl fix a bug in eglchooseconfig implementationnnth configs argument in rcchooseconfig should match the numbernof request config and not the size in byte to store itnmov the config array size comput into rendeercontrolattribnid 
10508,emul opengl ializ new colorbuffersnniniti new alloc color buffer with zerosnid 
10509,emul opengl guesthost render syncronizationnnad a return valu for rcflushwindowcolorbuff andnrcupdatecolorbuff in order to make those call to blocknwith a roundtrip to the host thi is to make sure thatnth color buffer is uptod befor the flinger use itnfor renderingnalso ad a call to the nativ lock function afternegl is attach and bound to render on the window thi callnwa miss beforennthi syncron can be optim by remov the roundtripnand insert sync primit to the stream at everi draw command thatnread from a color buffer to make the sync happen on the hostnbefor render the color buffer and remov the need for thenguest to wait for that updatenid 
10510,emul opengl fix wrong deletennsolv a crash in replica islandnid 
10511,translat fix bug in gldeletetexturennwhen gldeletetextur is call for the current bound texturenbind should be reset to call gldeletetextur on should do nothingnid 
10512,translat fix draw of glpointsizearraynnwhen translat point size array from gle to GL an optimizationnwa implement where all point of the same size in an array or elementsnarray where drawn togeth thi is wrong sinc it mean pointsnar not drawn in the order the app ha request creat the wrongnresult when point in the array are overlap in screen spacenso remov thi mechan and now just draw the point in the rightnordernsom optim is still there where if there are severalnconsecut point of the same size they are drawn togethernnth chang in glescmimpcpp is onli to make the condit more readabl nthe function is identicalnid 
10513,translat fix convers of compress texturesnnther were sever bug in the code convert pallet textur intonrgbrgba fixednid 
10514,fix window egl issuesn runtim segfaultsn pbuffer creationnid 
10515,translat egl window fix bug which caus the creation of contextnwithout set pixel format remov unnecessari printfsnid 
10516,ukrain local tag test cupcakenartfulbit httpwwwartfulbitscomn 
10517,add sapphireopenn 
10518,ukrain local tag test cupcakenartfulbit httpwwwartfulbitscomn 
10519,add vendorhtcsapphireopenn 
10520,ukrain local tag test cupcakenartfulbit httpwwwartfulbitscomn 
10521,ukrain local tag test cupcakenartfulbit httpwwwartfulbitscomn 
10522,ukrain local tag test cupcakenartfulbit httpwwwartfulbitscomn 
10523,ukrain local tag test cupcakenartfulbit httpwwwartfulbitscomn 
10524,add pars of in the manifestnid 
10525,ukrain local tag test cupcakenartfulbit httpwwwartfulbitscomn 
10526,ukrain local tag test cupcakenartfulbit httpwwwartfulbitscomn 
10527,updat deprec contact api to contactscontractnid 
10528,arm msm add retri for transfersnnnedoffbi iliyan malchev 
10529,cupcak import histori for chang 
10530,bionic fix code style of all pthreadmutexattrxxx functionsnn make it uniform so that easier to understandnnnedoffbi andré goddard rosa 
10531,replac ifelseif construct with switch statement cach argslength variabl so it is not evalu everi timenid 
10532,bionic on leakfre tighten up the critic sectionnn by lock onli when gettingset the share statennnedoffbi andré goddard rosa 
10533,port unsubmit donut inputmethod testsnnreview the test and found some decent one innbaseinputconnectiontest remov empti test and unnecessaryntobefix annotationsnnsquash commit of the followingnncommit fri jul integr unsubmit cupcak chang tct add test case for input method classesnid 
10534,bionic ftell return a long not an intnnnedoffbi andré goddard rosa 
10535,bluetooth set gener bond secur for acl by defaultnnthi patch fix doubl pair issu with sspnnit wa observ that when pair with ssp bluez ask also caus bug when we iat ssp connect from vistannth reason is becaus bluetoothd doe not store link key sincenioctl hcigetauthinfo return set default generalnbond fix these issuesnnnedoffbi andrei emeltchenko 
10536,fix error detect for invalid command line argumentsnnthi fix edg casesn when an unknown extra paramet is given it wa simplyn ignor beforenn eg android updat sdk foo foo is extrann when a paramet is use and no argument is actuallyn given but instead the next dashparamet is foundnn eg android updat sdk filter miss valu someargnid 
10537,fix make modul script bug under mac OS xnnfor mac OS use bsd sed it support n then make modulesncommand cannot work correctli under mac OS use tr command to replacens command it ha the same behavior under both mac OS and linuxnid 
10538,bionic add miss null check from memori alloc on recordbacktracennnedoffbi andré goddard rosa 
10539,arm stub out msmcamiovfeblkbesetnnnedoffbi iliyan malchev 
10540,reject trace file creat with newer versionsnid 
10541,devplatformexpandsh new scriptnnthi script is use to expand platform file into a target directorynid 
10542,ndk updat platform filesnnthi updat the platform file for api level on tonth binari built from the intern gingerbread branchncontain the backport aosp support patchesnid 
10543,load sourc asynchronouslynid 
10544,add flag for switch base headset statusnid chri kelli 
10545,add a basic properti dialognnshow some inform about the trace that can be of interestnsuch as which time mode thread time or wall time wa usednid 
